,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-1529880.478088,-1344000.0,-1150000.0,-816000.0,-2965289.256198,,
Tax Rate For Calcs,0.191235,0.224,0.23,0.204,0.228099,,
Normalized EBITDA,1277000000.0,1130000000.0,1094000000.0,1091000000.0,1054000000.0,,
Total Unusual Items,-8000000.0,-6000000.0,-5000000.0,-4000000.0,-13000000.0,,
Total Unusual Items Excluding Goodwill,-8000000.0,-6000000.0,-5000000.0,-4000000.0,-13000000.0,,
Net Income From Continuing Operation Net Minority Interest,610000000.0,492000000.0,479000000.0,493000000.0,468000000.0,,
Reconciled Depreciation,96000000.0,92000000.0,89000000.0,90000000.0,93000000.0,,
Reconciled Cost Of Revenue,924000000.0,864000000.0,834000000.0,731000000.0,885000000.0,,
EBITDA,1269000000.0,1124000000.0,1089000000.0,1087000000.0,1041000000.0,,
EBIT,1173000000.0,1032000000.0,1000000000.0,997000000.0,948000000.0,,
Net Interest Income,-424000000.0,-404000000.0,-378000000.0,-378000000.0,-342000000.0,,
Interest Expense,420000000.0,397000000.0,378000000.0,378000000.0,343000000.0,,
Normalized Income,616470119.521912,496656000.0,482850000.0,496184000.0,478034710.743802,,
Net Income From Continuing And Discontinued Operation,610000000.0,492000000.0,479000000.0,493000000.0,468000000.0,,
Total Expenses,1268000000.0,1192000000.0,1154000000.0,1028000000.0,1230000000.0,,
Total Operating Income As Reported,1161000000.0,1039000000.0,991000000.0,974000000.0,943000000.0,,
Diluted Average Shares,58100000.0,58100000.0,58100000.0,58300000.0,58000000.0,,
Basic Average Shares,58100000.0,58100000.0,58100000.0,58300000.0,58000000.0,,
Diluted EPS,7.75,8.47,8.24,7.62,5.8,,
Basic EPS,7.75,8.47,8.24,7.62,5.8,,
Diluted NI Availto Com Stockholders,451000000.0,492000000.0,479000000.0,444000000.0,336000000.0,,
Net Income Common Stockholders,451000000.0,492000000.0,479000000.0,444000000.0,336000000.0,,
Otherunder Preferred Stock Dividend,159000000.0,0.0,0.0,49000000.0,132000000.0,,
Net Income,610000000.0,492000000.0,479000000.0,493000000.0,468000000.0,,
Minority Interests,1000000.0,-1000000.0,0.0,0.0,1000000.0,,
Net Income Including Noncontrolling Interests,609000000.0,493000000.0,479000000.0,493000000.0,467000000.0,,
Net Income Continuous Operations,609000000.0,493000000.0,479000000.0,493000000.0,467000000.0,,
Tax Provision,144000000.0,142000000.0,143000000.0,126000000.0,138000000.0,,
Pretax Income,753000000.0,635000000.0,622000000.0,619000000.0,605000000.0,,
Other Income Expense,8000000.0,-6000000.0,4000000.0,19000000.0,-9000000.0,,
Other Non Operating Income Expenses,16000000.0,,9000000.0,23000000.0,4000000.0,14000000.0,
Special Income Charges,-8000000.0,-6000000.0,-5000000.0,-4000000.0,-13000000.0,,
Write Off,,,,,1000000.0,,
Restructuring And Mergern Acquisition,8000000.0,6000000.0,5000000.0,4000000.0,12000000.0,,
Net Non Operating Interest Income Expense,-424000000.0,-404000000.0,-378000000.0,-378000000.0,-342000000.0,,
Total Other Finance Cost,4000000.0,7000000.0,,,-1000000.0,30000000.0,28000000.0
Interest Expense Non Operating,420000000.0,397000000.0,378000000.0,378000000.0,343000000.0,,
Operating Income,1169000000.0,1045000000.0,996000000.0,978000000.0,956000000.0,,
Operating Expense,301000000.0,287000000.0,278000000.0,257000000.0,303000000.0,,
Depreciation Amortization Depletion Income Statement,53000000.0,51000000.0,47000000.0,50000000.0,51000000.0,,
Depreciation And Amortization In Income Statement,53000000.0,51000000.0,47000000.0,50000000.0,51000000.0,,
Amortization,53000000.0,51000000.0,47000000.0,50000000.0,51000000.0,,
Amortization Of Intangibles Income Statement,53000000.0,51000000.0,47000000.0,50000000.0,51000000.0,,
Selling General And Administration,248000000.0,236000000.0,231000000.0,207000000.0,252000000.0,,
General And Administrative Expense,248000000.0,236000000.0,231000000.0,207000000.0,252000000.0,,
Other Gand A,218000000.0,190000000.0,188000000.0,184000000.0,198000000.0,,
Salaries And Wages,30000000.0,46000000.0,43000000.0,23000000.0,54000000.0,,
Gross Profit,1470000000.0,1332000000.0,1274000000.0,1235000000.0,1259000000.0,,
Cost Of Revenue,967000000.0,905000000.0,876000000.0,771000000.0,927000000.0,,
Total Revenue,2437000000.0,2237000000.0,2150000000.0,2006000000.0,2186000000.0,,
Operating Revenue,2437000000.0,2237000000.0,2150000000.0,2006000000.0,2186000000.0,,
