,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-03-31
Free Cash Flow,461906000.0,252301000.0,32354000.0,273791000.0,630380000.0,
Repurchase Of Capital Stock,-1000.0,-401610000.0,-12347000.0,-363806000.0,-153207000.0,
Repayment Of Debt,-468701000.0,-3223696000.0,-367754000.0,-784000.0,-156846000.0,
Issuance Of Debt,235000000.0,3431000000.0,1142000000.0,0.0,57000000.0,
Capital Expenditure,-85818000.0,-88739000.0,-99974000.0,-99672000.0,-99578000.0,
Interest Paid Supplemental Data,80539000.0,36655000.0,88678000.0,28070000.0,79467000.0,
Income Tax Paid Supplemental Data,10715000.0,60189000.0,1856000.0,60752000.0,110219000.0,
End Cash Position,296162000.0,87020000.0,115371000.0,153624000.0,328103000.0,
Beginning Cash Position,87020000.0,115371000.0,153624000.0,328103000.0,75569000.0,
Changes In Cash,209142000.0,-28351000.0,-38253000.0,-174479000.0,252534000.0,
Financing Cash Flow,-236087000.0,-221974000.0,741475000.0,-372107000.0,-258165000.0,
Cash Flow From Continuing Financing Activities,-236087000.0,-221974000.0,741475000.0,-372107000.0,-258165000.0,
Net Other Financing Charges,-2385000.0,-27668000.0,-20424000.0,-7517000.0,-5112000.0,
Net Common Stock Issuance,-1000.0,-401610000.0,-12347000.0,-363806000.0,-153207000.0,
Common Stock Payments,-1000.0,-401610000.0,-12347000.0,-363806000.0,-153207000.0,
Net Issuance Payments Of Debt,-233701000.0,207304000.0,774246000.0,-784000.0,-99846000.0,
Net Short Term Debt Issuance,,,,,,422000000.0
Short Term Debt Payments,,,,,,-886000000.0
Short Term Debt Issuance,,,,,,422000000.0
Net Long Term Debt Issuance,-233701000.0,207304000.0,774246000.0,-784000.0,-99846000.0,
Long Term Debt Payments,-468701000.0,-3223696000.0,-367754000.0,-784000.0,-156846000.0,
Long Term Debt Issuance,235000000.0,3431000000.0,1142000000.0,0.0,57000000.0,
Investing Cash Flow,-102495000.0,-147417000.0,-912056000.0,-175835000.0,-219259000.0,
Cash Flow From Continuing Investing Activities,-102495000.0,-147417000.0,-912056000.0,-175835000.0,-219259000.0,
Net Investment Purchase And Sale,,,0.0,,,-2686000.0
Purchase Of Investment,,,0.0,,,-2686000.0
Net Business Purchase And Sale,-19653000.0,-61397000.0,-824795000.0,-79602000.0,-123938000.0,
Purchase Of Business,-19653000.0,-61397000.0,-824795000.0,-79602000.0,-123938000.0,
Net PPE Purchase And Sale,-82842000.0,-86020000.0,-87261000.0,-96233000.0,-95321000.0,
Sale Of PPE,2976000.0,2719000.0,12713000.0,3439000.0,4257000.0,
Purchase Of PPE,-85818000.0,-88739000.0,-99974000.0,-99672000.0,-99578000.0,
Operating Cash Flow,547724000.0,341040000.0,132328000.0,373463000.0,729958000.0,
Cash Flow From Continuing Operating Activities,547724000.0,341040000.0,132328000.0,373463000.0,729958000.0,
Change In Working Capital,205074000.0,12991000.0,-105833000.0,-8308000.0,287768000.0,
Change In Other Working Capital,855000.0,-8516000.0,-4662000.0,-32840000.0,-9282000.0,
Change In Other Current Assets,9706000.0,1576000.0,-15013000.0,-7569000.0,14779000.0,
Change In Payables And Accrued Expense,807000.0,34491000.0,-23403000.0,-149371000.0,37394000.0,
Change In Accrued Expense,50164000.0,50762000.0,-166294000.0,2887000.0,55552000.0,
Change In Payable,-49357000.0,-16271000.0,142891000.0,-152258000.0,-18158000.0,
Change In Account Payable,-49357000.0,-16271000.0,142891000.0,-152258000.0,-18158000.0,
Change In Inventory,134085000.0,52034000.0,-82503000.0,4159000.0,96552000.0,
Change In Receivables,59621000.0,-66594000.0,19748000.0,177313000.0,148325000.0,
Changes In Account Receivables,44098000.0,-64537000.0,30599000.0,144057000.0,141285000.0,
Other Non Cash Items,86000.0,1063000.0,-6774000.0,-11545000.0,17121000.0,
Stock Based Compensation,16402000.0,16160000.0,14238000.0,12226000.0,17259000.0,
Deferred Tax,56243000.0,-21729000.0,-10638000.0,26967000.0,-18678000.0,
Deferred Income Tax,56243000.0,-21729000.0,-10638000.0,26967000.0,-18678000.0,
Depreciation Amortization Depletion,147535000.0,147524000.0,145031000.0,136488000.0,141705000.0,
Depreciation And Amortization,147535000.0,147524000.0,145031000.0,136488000.0,141705000.0,
Net Income From Continuing Operations,122384000.0,185031000.0,96304000.0,190244000.0,284783000.0,
