Date,Return,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag20,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,Volatility_5,ATR_5,Volatility_10,ATR_10,Volatility_20,ATR_20,RSI_14,MACD,MACD_Signal,MACD_Diff,Volume_MA_20,Volume_Ratio,BB_Middle,BB_Upper,BB_Lower,BB_Width,Sentiment,Sentiment_Lag1,Sentiment_Lag2,Sentiment_Lag3,Sentiment_Lag5,Sentiment_Lag10,Sentiment_Lag20,VIX,VIX_Lag1,VIX_Lag2,VIX_Lag3,VIX_Lag5,VIX_Lag10,VIX_Lag20,roe,roa,op_margin,debt_to_equity,liquidity_ratio,current_ratio,free_cf_margin,revenue_growth,ocf_to_assets,GDP_GDP_SA_PC_QOQ,GDP_GDP_SA_PC_YOY,GDP_GDP_NSA_PC_QOQ,GDP_GDP_NSA_PC_YOY,IPI_IPI,IPI_IPI_YOY,IPI_IPI_QOQ,IPI_IPI_SA,IPI_IPI_SA_YOY,IPI_IPI_SA_QOQ,IPI_Unnamed: 7,UNEMP_UNRATE,UNEMP_UNRATE_PC1,UNEMP_UNRATE_PCH,UNEMP_UNRATENSA,UNEMP_UNRATENSA_PC1,UNEMP_UNRATENSA_PCH
2020-01-02,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,-0.018724458865908677,,,,,,,,,,,,,,,,,,,-0.020158620981069575,-0.004031724196213915,-0.01612689678485566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,-0.01132981417364931,-0.018724458865908677,,,,,,,,,,,,,,,,,,-0.04769188945502023,-0.01276375724797518,-0.03492813220704505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,-0.013872184744726512,-0.01132981417364931,-0.018724458865908677,,,,,,,,,,,,,,,,,-0.0832090548134996,-0.02685281676108007,-0.05635623805241954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,0.006116329699915157,-0.013872184744726512,-0.01132981417364931,-0.018724458865908677,,,,13.146816444396972,,,,,,0.18636739643425243,,,,,,-0.10378796877077967,-0.04223984716302,-0.06154812160775967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,0.006078853974919696,0.006116329699915157,-0.013872184744726512,-0.01132981417364931,,,,13.061528968811036,,,,,0.01166613434204974,0.16267664806861754,,,,,,-0.11242891127610832,-0.05627765998563766,-0.05615125129047066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,-0.012084541440870344,0.006078853974919696,0.006116329699915157,-0.013872184744726512,-0.018724458865908677,,,12.995194435119629,,,,,0.0101892720450353,0.16899403407334362,,,,,,-0.13051668233873492,-0.07112546445625711,-0.05939121788247781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,0.0055046745711822,-0.012084541440870344,0.006078853974919696,0.006116329699915157,-0.01132981417364931,,,12.973083114624023,,,,,0.010362213501162346,0.16741491232657815,,,,,,-0.13753095987133257,-0.0844065635392722,-0.05312439633206037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,0.003041239161898579,0.0055046745711822,-0.012084541440870344,0.006078853974919696,-0.013872184744726512,,,12.995194435119629,,,,,0.007825622691117655,0.1579386764714382,,,,,,-0.13830952543121988,-0.09518715591766175,-0.043122369513558134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,-0.010915733757747015,0.003041239161898579,0.0055046745711822,-0.012084541440870344,0.006116329699915157,,,12.973082542419434,13.059949493408203,,,,0.009050726539675381,0.16109751832602762,,0.17373245738014004,,,,-0.14868255055752755,-0.1058862348456349,-0.042796315711892643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
