,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_COIN,0.637914956016655,-1.0640985926423088,0.32666777263908686,1.0640985926423088
ticker__ticker_HOOD,0.27768105488659406,-1.0583615872495917,0.6809952165865871,1.0583615872495917
ticker__ticker_ERIE,0.2855333493760944,-0.6631802463084895,0.2780653362291774,0.6631802463084895
ticker__ticker_V,-0.6268309506304547,0.2224993101978618,0.3052274670456342,0.6268309506304547
ticker__ticker_CME,-0.6032296965622203,0.3440281380439015,0.15967659959462466,0.6032296965622203
ticker__ticker_MA,-0.5806784647937501,0.2015114848940632,0.27975708257757803,0.5806784647937501
ticker__ticker_IBKR,-0.5321439842750475,0.05274207999313588,0.4052619431375185,0.5321439842750475
ticker__ticker_KKR,0.4836341028050829,-0.48983501831794174,0.0,0.48983501831794174
ticker__ticker_BX,0.20854259509772846,-0.4780250406743546,0.17010900337307805,0.4780250406743546
ticker__ticker_ICE,-0.1425933367296254,0.4095809341993209,-0.16746639164421392,0.4095809341993209
ticker__ticker_AMP,-0.15335034738115524,0.3876614433970528,-0.13486112430034147,0.3876614433970528
ticker__ticker_IVZ,0.38089082663623186,-0.2778842754453903,-0.013433482464237948,0.38089082663623186
num__VIX_Lag2,0.3409434199046473,-0.15017374850801735,-0.0911468145311133,0.3409434199046473
ticker__ticker_BRK-B,-0.14761177661858177,0.3356521142453655,-0.08861111793593363,0.3356521142453655
ticker__ticker_CB,0.0,0.33059145000868684,-0.28594468162724207,0.33059145000868684
ticker__ticker_TROW,0.11656776731530313,-0.320665011769109,0.10675185180690056,0.320665011769109
ticker__ticker_PYPL,0.3177859999623466,-0.2779000408738002,0.0,0.3177859999623466
ticker__ticker_CBOE,0.12291449400211477,-0.3046409338486961,0.08223419024564811,0.3046409338486961
ticker__ticker_BEN,0.29997019289209487,-0.10473007826585694,-0.10286667467624126,0.29997019289209487
num__VIX_Lag3,-0.29493091416434847,0.0,0.29407872453910266,0.29493091416434847
ticker__ticker_BLK,-0.2654851796681889,0.0,0.28649967731661913,0.28649967731661913
ticker__ticker_C,-0.006659376132769524,-0.17908788992569122,0.28530294625358554,0.28530294625358554
ticker__ticker_L,-0.12212455048516052,0.2850542290763898,-0.06325093643800583,0.2850542290763898
ticker__ticker_MS,-0.14088483559384035,-0.05483926856270239,0.2812817760156911,0.2812817760156911
ticker__ticker_SYF,0.112721911118543,-0.2761114702525987,0.06385267688062217,0.2761114702525987
ticker__ticker_HIG,-0.09166658147045528,0.2657218249532459,-0.07446491909378442,0.2657218249532459
ticker__ticker_WTW,0.0,0.19664162666401216,-0.25842802895089423,0.25842802895089423
ticker__ticker_SPGI,-0.056169307545575656,0.2545202588547926,-0.0986642709409497,0.2545202588547926
ticker__ticker_MSCI,0.2510098540317295,-0.01982161282831381,-0.15017423758070947,0.2510098540317295
ticker__ticker_AFL,-0.0200374210561674,0.24772435412395802,-0.12804748292193702,0.24772435412395802
ticker__ticker_MCO,-0.022296300420667,-0.13153941532769978,0.24733843059285512,0.24733843059285512
ticker__ticker_AIG,0.0,0.23322173801286047,-0.17101935963899606,0.23322173801286047
ticker__ticker_GS,0.0,-0.2180088509830849,0.23231941980182916,0.23231941980182916
ticker__ticker_EG,0.12239118363726034,0.012489824563133961,-0.22611292566366245,0.22611292566366245
ticker__ticker_STT,-0.22237397041672213,0.022830999817424966,0.10021711337616893,0.22237397041672213
ticker__ticker_BK,-0.22227888619820688,0.13056785312189365,0.0,0.22227888619820688
ticker__ticker_SCHW,-0.21549914042245893,0.20901190211343645,0.0,0.21549914042245893
ticker__ticker_FDS,0.21359297055669796,0.0,-0.18091832162098875,0.21359297055669796
ticker__ticker_BRO,-0.0025387260264445673,0.20622762459247473,-0.10405738688422547,0.20622762459247473
ticker__ticker_AJG,0.20595882661592546,-0.08599681982895938,-0.021567317485903976,0.20595882661592546
ticker__ticker_TRV,0.0,0.2025578618064407,-0.16032516870853133,0.2025578618064407
num__VIX_Lag1,-0.014237220253633732,-0.08848691558467585,0.20229035931826098,0.20229035931826098
ticker__ticker_JPM,-0.19601981116078493,0.06602622981404536,0.03056304415983779,0.19601981116078493
ticker__ticker_APO,0.1826235481106886,-0.18813696661496304,0.0,0.18813696661496304
num__IPI_IPI_QOQ,0.17382548623060964,-0.0036034418973403728,-0.07055368425477791,0.17382548623060964
ticker__ticker_USB,-0.1735662565914222,0.07311430439846946,0.004338469231485288,0.1735662565914222
ticker__ticker_MMC,-0.008807200296716515,0.1729389700625334,-0.06449985730708029,0.1729389700625334
ticker__ticker_GL,-0.17046502227890484,0.11736870548391393,0.0,0.17046502227890484
num__VIX_Lag5,0.0,0.16776851036328755,-0.0985075932740985,0.16776851036328755
ticker__ticker_BAC,-0.03285536257933156,0.16372823989810928,-0.03142350364846737,0.16372823989810928
num__roa,-0.020217810295575123,0.16197825846321326,-0.0460026279594378,0.16197825846321326
ticker__ticker_COF,0.0014445318706852964,-0.16063226002860134,0.060124935120993594,0.16063226002860134
