,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_TRGP,1.0885561285271226,-1.744359263913935,0.4457660730041902,1.744359263913935
ticker__ticker_TPL,-1.2199770714188616,0.699082113110136,0.310487542301255,1.2199770714188616
ticker__ticker_XOM,-0.24065728902970301,0.6580935127071661,-0.20698401755728468,0.6580935127071661
ticker__ticker_CVX,-0.24084543456855684,0.5047090022912604,-0.0534149662508993,0.5047090022912604
ticker__ticker_APA,0.14443530171892133,-0.4827339911293381,0.1292186705705248,0.4827339911293381
num__VIX_Lag3,-0.2076726557680163,-0.041343115612922365,0.4597626294412036,0.4597626294412036
ticker__ticker_DVN,0.14014515743923156,-0.4573331464045339,0.10676484675338302,0.4573331464045339
ticker__ticker_EOG,-0.45252054809315767,0.19272049556862067,0.04983161752738803,0.45252054809315767
num__VIX_Lag1,-0.01802558767602167,-0.2042644936810532,0.4329184298572501,0.4329184298572501
num__debt_to_equity,-0.13766006544247109,0.4203315113034691,-0.07264853251447405,0.4203315113034691
ticker__ticker_FANG,0.24099517995197722,-0.412676877815785,0.0,0.412676877815785
ticker__ticker_WMB,0.24848283753088193,-0.4077244105632984,0.000686005604084003,0.4077244105632984
num__VIX_Lag2,0.364317840664578,0.0,-0.34700863295032264,0.364317840664578
ticker__ticker_BKR,-0.11124063555007392,0.350664430622534,-0.0287190236772043,0.350664430622534
ticker__ticker_OKE,0.3305397269444774,-0.28396251518423304,0.0,0.3305397269444774
ticker__ticker_EXE,-0.015098750437886437,0.3023497369418739,-0.07821832642734504,0.3023497369418739
num__VIX_Lag5,-0.035915870549621906,0.2995203975777739,-0.05294247314845195,0.2995203975777739
ticker__ticker_MPC,0.08616710300562795,-0.2630872224568546,0.0,0.2630872224568546
ticker__ticker_CTRA,-0.12885880315412826,0.2439177942930367,0.0,0.2439177942930367
num__liquidity_ratio,0.24160803556675944,-0.014482213071189375,-0.017268966675148222,0.24160803556675944
num__VIX_Lag20,0.23578615404058,0.0,-0.0959267976439208,0.23578615404058
ticker__ticker_OXY,0.20821099652959082,-0.19823708522661287,0.0,0.20821099652959082
num__current_ratio,0.0,-0.2048937135104841,0.07788655545530285,0.2048937135104841
ticker__ticker_EQT,0.0,-0.004908875754446574,0.19542657947992348,0.19542657947992348
ticker__ticker_SLB,0.0,0.12071416252972858,-0.19092708509535458,0.19092708509535458
ticker__ticker_PSX,0.0,0.1563406273349229,-0.1612057940570056,0.1612057940570056
ticker__ticker_KMI,0.0,0.15344410076062423,-0.11862001894232624,0.15344410076062423
num__IPI_IPI_QOQ,0.14354785938388204,0.0,-0.1062320383539253,0.14354785938388204
ticker__ticker_COP,-0.03432905541354642,0.13096824491644815,0.0,0.13096824491644815
num__roe,0.0,-0.007953262409738633,0.1304981863582882,0.1304981863582882
