,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_WYNN,-0.7251385735572404,0.0,0.24630781666349608,0.7251385735572404
ticker__ticker_TSLA,0.0,-0.6809985580890424,0.0,0.6809985580890424
ticker__ticker_TJX,-0.2304969087089575,0.6635228823515193,0.0,0.6635228823515193
ticker__ticker_CCL,0.0,-0.6301876327407856,0.08579509657860267,0.6301876327407856
ticker__ticker_NCLH,0.20919361024168737,-0.5593413087445852,0.0,0.5593413087445852
ticker__ticker_DECK,0.07841090149552386,-0.5443726136393336,0.0,0.5443726136393336
ticker__ticker_ROL,-0.09743508314240766,0.5057017423409159,0.0,0.5057017423409159
ticker__ticker_WSM,0.10285848953877803,-0.4452912849120552,0.0,0.4452912849120552
ticker__ticker_PHM,0.23125081385522905,-0.3778091639536483,0.0,0.3778091639536483
ticker__ticker_TPR,0.0,-0.08721542501386986,0.37052203908752984,0.37052203908752984
ticker__ticker_RCL,0.0,-0.3660871169209203,0.23510124445389088,0.3660871169209203
ticker__ticker_PKG,0.0,0.36359854679941045,-0.08123349297156045,0.36359854679941045
ticker__ticker_DASH,-0.11525553804302346,0.0,0.3452769737054089,0.3452769737054089
ticker__ticker_LULU,0.2544723849109249,-0.3300526123441749,0.0,0.3300526123441749
ticker__ticker_NVR,0.0,0.04818850794734957,-0.31184835893427554,0.31184835893427554
ticker__ticker_CMG,0.30782389654813924,-0.2615918317256898,0.0,0.30782389654813924
num__VIX_Lag3,-0.30515718649008783,0.0,0.22942869351031478,0.30515718649008783
ticker__ticker_DPZ,0.2850176827221142,0.0,-0.014660354928678482,0.2850176827221142
num__VIX_Lag2,0.28380318587624526,0.0,-0.09018218446160897,0.28380318587624526
ticker__ticker_HD,0.0,0.14575841487631114,-0.266666606202322,0.266666606202322
ticker__ticker_GPC,-0.11809203388262757,0.2648946312083801,0.0,0.2648946312083801
ticker__ticker_MGM,0.25860031107981557,0.0,-0.007556314988875387,0.25860031107981557
ticker__ticker_LVS,0.07749375900163674,-0.2454290672465276,0.0,0.2454290672465276
num__VIX_Lag1,0.0,-0.24021090825616045,0.12280085440042059,0.24021090825616045
ticker__ticker_AVY,0.07551000234448348,0.0,-0.21567695837245585,0.21567695837245585
ticker__ticker_ROST,0.0,0.2111727213559189,-0.008385887405741676,0.2111727213559189
ticker__ticker_AMCR,0.0,0.17851665576484665,-0.20301088877913112,0.20301088877913112
num__IPI_IPI_QOQ,0.19922156873458038,0.0,-0.00801427319131088,0.19922156873458038
ticker__ticker_DRI,0.0,0.1967716257209119,-0.09033218552833569,0.1967716257209119
ticker__ticker_RL,-0.1963801622634928,0.0,0.05498755057474277,0.1963801622634928
ticker__ticker_AZO,-0.1888594119650683,0.15330478368317432,0.0,0.1888594119650683
ticker__ticker_BALL,0.0,0.17998725419120393,-0.08451566650683016,0.17998725419120393
ticker__ticker_LKQ,-0.015825272574465074,0.1787458817547639,0.0,0.1787458817547639
num__VIX_Lag5,0.01623136008537735,0.0,-0.17740202858776674,0.17740202858776674
ticker__ticker_GM,-0.17427158758282643,0.0309544860874841,0.0,0.17427158758282643
num__VIX_Lag10,-0.1705195078570735,0.0,0.024893920316660618,0.1705195078570735
ticker__ticker_EXPE,0.0,-0.17038118823870432,0.034715221031952216,0.17038118823870432
ticker__ticker_APTV,0.0,-0.14411918387920358,0.15094637802822444,0.15094637802822444
