,coef_down,coef_same,coef_up,max_abs_coef
ticker__ticker_SMCI,0.7102644206341842,-1.2062448267790136,0.45344642963367265,1.2062448267790136
ticker__ticker_PLTR,0.4865250968111226,-1.1511433115426617,0.6225051555542158,1.1511433115426617
ticker__ticker_ON,0.46607705564390445,-0.7851913581057905,0.2765989993873316,0.7851913581057905
ticker__ticker_BR,-0.5660886641584665,0.7588268641402204,-0.15006388063703555,0.7588268641402204
ticker__ticker_ANET,0.28884926338209366,-0.6987301311435831,0.36709343021609336,0.6987301311435831
ticker__ticker_VRSN,-0.40178550573715527,0.6652495873350045,-0.2206651420188144,0.6652495873350045
ticker__ticker_MU,0.2996853452983179,-0.6180697425959891,0.2756761430896204,0.6180697425959891
ticker__ticker_MPWR,0.40804862748919246,-0.5915540873462491,0.14634662385666147,0.5915540873462491
ticker__ticker_JKHY,-0.24460614268396794,0.5904647632851471,-0.3030083484584634,0.5904647632851471
ticker__ticker_CSCO,-0.4110710574075576,0.5705466401344595,-0.11665779668146713,0.5705466401344595
ticker__ticker_TER,0.2981552291923277,-0.5678293345541948,0.2268402837894975,0.5678293345541948
ticker__ticker_ADP,-0.2931712185042672,0.5607237207724335,-0.22470658355392367,0.5607237207724335
ticker__ticker_MSI,-0.41832800866819575,0.538054941238638,-0.07689511546141567,0.538054941238638
ticker__ticker_MSFT,-0.1789973584929999,0.5164832086293637,-0.29465368070499504,0.5164832086293637
ticker__ticker_AMD,0.3400931002734935,-0.5017869028164272,0.11888819216058605,0.5017869028164272
ticker__ticker_HPQ,0.25719607579424236,0.183725800447366,-0.4830300421921193,0.4830300421921193
ticker__ticker_DELL,0.4757582975755195,-0.08365707114705812,-0.35174340125576237,0.4757582975755195
ticker__ticker_TDY,-0.2278569238608088,0.453286601974245,-0.18257964115389724,0.453286601974245
ticker__ticker_FSLR,0.27400046643267034,-0.4452561376266885,0.12847257950249605,0.4452561376266885
ticker__ticker_GDDY,-0.43752419674989435,0.1491780794495923,0.25434155458816643,0.43752419674989435
ticker__ticker_ROP,-0.1185150050646885,0.4306088895825176,-0.26952031193842874,0.4306088895825176
ticker__ticker_LDOS,-0.26768889366422116,0.42932301700144404,-0.11878579328502448,0.42932301700144404
ticker__ticker_NVDA,0.28627688174253296,-0.401616268993928,0.07248853598570099,0.401616268993928
ticker__ticker_AAPL,-0.14090921183034175,0.3972502373593174,-0.21348848301637469,0.3972502373593174
ticker__ticker_GEN,-0.1999075890068281,0.3922762367110315,-0.15622426369561007,0.3922762367110315
ticker__ticker_SNPS,0.1400062050670138,-0.3706800825613679,0.18834521497377738,0.3706800825613679
ticker__ticker_DDOG,0.22345216393314413,-0.36863044737074174,0.10232832477732844,0.36863044737074174
ticker__ticker_EPAM,0.24586812560205665,-0.3594814430103278,0.07596693215749334,0.3594814430103278
ticker__ticker_JBL,-0.3525745329068239,0.21073770606069459,0.09907399099033548,0.3525745329068239
ticker__ticker_FIS,-0.0492639029947085,0.3518057708699145,-0.26458159153428856,0.3518057708699145
ticker__ticker_CRWD,0.0,-0.3389954042770136,0.3431473961711755,0.3431473961711755
ticker__ticker_PTC,-0.13644884207362376,0.3260287993654359,-0.14784833693831997,0.3260287993654359
ticker__ticker_ACN,-0.10272870052500381,0.3055966159970414,-0.16023056088669713,0.3055966159970414
ticker__ticker_NXPI,0.2317275238598751,-0.2986818025881749,0.0242612382077426,0.2986818025881749
